QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_upstream	G_downstream	S_Center	RM	ID
TpSSSP	NKIB01011235_1	94.444	18	1	0	2	19	5257	5274	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01011235_1:5257-5274			5265.5	F	793
FcTHIC	NKIB01011255_1	100	14	0	0	14	27	44464	44477	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01011255_1:44464-44477			44470.5	F	794
TpSSSP	NKIB01011511_1	100	14	0	0	15	28	3945	3932	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01011511_1:3945-3932			3938.5	F	795
TpSSSP	NKIB01012156_1	100	14	0	0	10	23	8305	8292	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012156_1:8305-8292			8298.5	F	796
TpSSSP	NKIB01012186_1	100	14	0	0	10	23	8290	8277	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012186_1:8290-8277			8283.5	F	797
TpSSSP	NKIB01012208_1	94.444	18	1	0	2	19	58408	58391	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012208_1:58408-58391			58399.5	F	798
FcTHIC	NKIB01012286_1	100	14	0	0	12	25	1760	1747	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012286_1:1760-1747			1753.5	F	799
FcSSSP	NKIB01012328_1	100	15	0	0	18	32	3941	3955	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012328_1:3941-3955			3948	F	800
TpSSSP	NKIB01012342_1	94.444	18	1	0	2	19	289	306	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012342_1:289-306			297.5	F	801
PtTHIC	NKIB01012388_1	100	15	0	0	7	21	47629	47643	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012388_1:47629-47643			47636	F	802
TpSSSP	NKIB01012392_1	100	14	0	0	10	23	1020	1007	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012392_1:1020-1007			1013.5	F	803
TpSSSP	NKIB01012418_1	94.444	18	1	0	2	19	6832	6815	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012418_1:6832-6815			6823.5	F	804
TpSSSP	NKIB01012440_1	94.444	18	1	0	2	19	2836	2853	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012440_1:2836-2853			2844.5	F	805
FcSSSP	NKIB01012442_1	100	14	0	0	8	21	60533	60520	4.3	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012442_1:60533-60520			60526.5	F	806
FcSSSP	NKIB01012452_1	100	15	0	0	4	18	289	303	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012452_1:289-303			296	F	807
PmSSSP	NKIB01012452_1	100	14	0	0	6	19	290	303	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012452_1:290-303			296.5	F	808
FcSSSP	NKIB01012468_1	100	14	0	0	21	34	687	700	4.3	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012468_1:687-700			693.5	F	809
PmSSSP	NKIB01012497_1	100	15	0	0	3	17	1082	1096	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012497_1:1082-1096			1089	F	810
PtSSSP	NKIB01012542_1	100	14	0	0	2	15	23894	23907	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012542_1:23894-23907			23900.5	F	811
PtTHIC	NKIB01012542_1	100	15	0	0	7	21	39969	39955	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01012542_1:39969-39955			39962	F	812
FcTHIC	NKIB01012542_1	100	15	0	0	14	28	70438	70424	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01012542_1:70438-70424			70431	F	813
PmSSSP	NKIB01012560_1	100	15	0	0	3	17	996	1010	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012560_1:996-1010			1003	F	814
TpSSSP	NKIB01012569_1	100	14	0	0	10	23	4848	4861	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012569_1:4848-4861			4854.5	F	815
PtTHIC	NKIB01012610_1	100	14	0	0	12	25	4126	4113	4.3	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012610_1:4126-4113			4119.5	F	816
PtSSSP	NKIB01012631_1	100	14	0	0	16	29	1262	1249	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012631_1:1262-1249			1255.5	F	817
FcSSSP	NKIB01012713_1	100	14	0	0	19	32	29504	29517	4.3	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012713_1:29504-29517			29510.5	F	818
TpSSSP	NKIB01012715_1	100	14	0	0	10	23	156	169	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01012715_1:156-169			162.5	F	819
PmSSSP	NKIB01012745_1	100	14	0	0	2	15	3770	3757	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012745_1:3770-3757			3763.5	F	820
TpSSSP	NKIB01012745_1	100	14	0	0	10	23	66597	66584	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012745_1:66597-66584			66590.5	F	821
TpTHI1	NKIB01012750_1	94.737	19	1	0	1	19	23909	23927	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012750_1:23909-23927			23918	F	822
TpSSSP	NKIB01012814_1	94.444	18	1	0	2	19	15800	15783	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012814_1:15800-15783			15791.5	F	823
PtTHIC	NKIB01012888_1	100	15	0	0	13	27	3795	3809	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01012888_1:3795-3809			3802	F	824
PmSSSP	NKIB01012925_1	100	15	0	0	3	17	2874	2860	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01012925_1:2874-2860			2867	F	825
TpSSSP	NKIB01012964_1	100	14	0	0	10	23	66587	66574	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01012964_1:66587-66574			66580.5	F	826
TpTHI1	NKIB01013002_1	100	14	0	0	15	28	1536	1549	4.3	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013002_1:1536-1549			1542.5	F	827
FcTHIC	NKIB01013054_1	100	14	0	0	12	25	2149	2136	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013054_1:2149-2136			2142.5	F	828
TpSSSP	NKIB01013073_1	100	14	0	0	10	23	64090	64077	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013073_1:64090-64077			64083.5	F	829
TpSSSP	NKIB01013128_1	100	14	0	0	10	23	5141	5128	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013128_1:5141-5128			5134.5	F	830
TpSSSP	NKIB01013229_1	100	14	0	0	10	23	970	983	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013229_1:970-983			976.5	F	831
TpSSSP	NKIB01013229_1	94.444	18	1	0	2	19	55907	55924	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013229_1:55907-55924			55915.5	F	832
FcSSSP	NKIB01013244_1	100	15	0	0	13	27	40002	40016	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01013244_1:40002-40016			40009	F	833
TpSSSP	NKIB01013273_1	100	14	0	0	10	23	2002	1989	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013273_1:2002-1989			1995.5	F	834
FcTHIC	NKIB01013285_1	100	14	0	0	12	25	2974	2987	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013285_1:2974-2987			2980.5	F	835
PtTHIC	NKIB01013379_1	100	14	0	0	12	25	4095	4082	4.3	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013379_1:4095-4082			4088.5	F	836
TpSSSP	NKIB01013428_1	94.444	18	1	0	2	19	792	809	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013428_1:792-809			800.5	F	837
TpSSSP	NKIB01013477_1	100	14	0	0	10	23	56603	56590	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013477_1:56603-56590			56596.5	F	838
TpSSSP	NKIB01013491_1	100	14	0	0	10	23	159	172	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013491_1:159-172			165.5	F	839
PmSSSP	NKIB01013585_1	100	15	0	0	3	17	187	201	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01013585_1:187-201			194	F	840
TpSSSP	NKIB01013602_1	100	14	0	0	10	23	3893	3906	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013602_1:3893-3906			3899.5	F	841
PmSSSP	NKIB01013629_1	100	15	0	0	3	17	23540	23526	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01013629_1:23540-23526			23533	F	842
PmSSSP	NKIB01013649_1	100	15	0	0	3	17	526	540	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01013649_1:526-540			533	F	843
TpTHI1	NKIB01013667_1	100	14	0	0	13	26	28479	28466	4.3	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013667_1:28479-28466			28472.5	F	844
TpSSSP	NKIB01013746_1	94.444	18	1	0	2	19	21104	21121	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013746_1:21104-21121			21112.5	F	845
TpSSSP	NKIB01013767_1	100	14	0	0	10	23	502	489	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01013767_1:502-489			495.5	F	846
PtTHIC	NKIB01013792_1	100	15	0	0	7	21	35281	35295	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01013792_1:35281-35295			35288	F	847
TpSSSP	NKIB01013942_1	100	15	0	0	15	29	3505	3491	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01013942_1:3505-3491			3498	F	848
TpSSSP	NKIB01013956_1	94.444	18	1	0	2	19	2100	2117	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01013956_1:2100-2117			2108.5	F	849
PmSSSP	NKIB01013978_1	100	15	0	0	3	17	2042	2056	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01013978_1:2042-2056			2049	F	850
TpSSSP	NKIB01014018_1	94.444	18	1	0	2	19	1288	1271	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01014018_1:1288-1271			1279.5	F	851
PmSSSP	NKIB01014054_1	100	15	0	0	3	17	19379	19393	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01014054_1:19379-19393			19386	F	852
PtTHIC	NKIB01014064_1	100	15	0	0	7	21	660	674	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01014064_1:660-674			667	F	853
TpTHI1	NKIB01014066_1	100	14	0	0	7	20	29097	29110	4.3	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014066_1:29097-29110			29103.5	F	854
FcSSSP	NKIB01014093_1	100	15	0	0	11	25	38847	38833	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014093_1:38847-38833			38840	F	855
TpTHI1	NKIB01014093_1	100	14	0	0	22	35	43153	43166	4.3	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014093_1:43153-43166			43159.5	F	856
TpSSSP	NKIB01014236_1	100	14	0	0	10	23	2064	2051	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01014236_1:2064-2051			2057.5	F	857
TpSSSP	NKIB01014238_1	100	14	0	0	10	23	15706	15719	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014238_1:15706-15719			15712.5	F	858
TpSSSP	NKIB01014278_1	94.444	18	1	0	2	19	569	586	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014278_1:569-586			577.5	F	859
PmSSSP	NKIB01014283_1	100	15	0	0	3	17	44745	44731	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014283_1:44745-44731			44738	F	860
TpTHI1	NKIB01014326_1	100	15	0	0	18	32	41653	41639	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014326_1:41653-41639			41646	F	861
TpSSSP	NKIB01014351_1	94.444	18	1	0	2	19	2645	2628	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01014351_1:2645-2628			2636.5	F	862
PmSSSP	NKIB01014439_1	100	15	0	0	3	17	6679	6665	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014439_1:6679-6665			6672	F	863
PmSSSP	NKIB01014495_1	100	15	0	0	3	17	450	436	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014495_1:450-436			443	F	864
PmSSSP	NKIB01014556_1	100	15	0	0	3	17	11399	11413	1.1	30.2	Asterionella_formosa_ASM225602v1	+	NKIB01014556_1:11399-11413			11406	F	865
TpSSSP	NKIB01014567_1	100	14	0	0	6	19	2994	3007	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014567_1:2994-3007			3000.5	F	866
TpSSSP	NKIB01014574_1	100	14	0	0	10	23	1875	1862	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01014574_1:1875-1862			1868.5	F	867
PmSSSP	NKIB01014659_1	100	15	0	0	3	17	1400	1386	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014659_1:1400-1386			1393	F	868
PmSSSP	NKIB01014663_1	100	14	0	0	4	17	2338	2351	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014663_1:2338-2351			2344.5	F	869
TpSSSP	NKIB01014730_1	100	14	0	0	10	23	156	169	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014730_1:156-169			162.5	F	870
TpSSSP	NKIB01014742_1	94.444	18	1	0	2	19	20710	20693	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01014742_1:20710-20693			20701.5	F	871
TpSSSP	NKIB01014752_1	94.444	18	1	0	4	21	16137	16154	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014752_1:16137-16154			16145.5	F	872
PmSSSP	NKIB01014758_1	100	15	0	0	3	17	388	374	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014758_1:388-374			381	F	873
FcSSSP	NKIB01014790_1	100	14	0	0	20	33	1170	1183	4.3	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01014790_1:1170-1183			1176.5	F	874
PmSSSP	NKIB01014967_1	100	15	0	0	3	17	9189	9175	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01014967_1:9189-9175			9182	F	875
FcTHIC	NKIB01015078_1	100	14	0	0	14	27	2503	2490	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01015078_1:2503-2490			2496.5	F	876
TpSSSP	NKIB01015133_1	100	14	0	0	10	23	2227	2214	4.5	28.2	Asterionella_formosa_ASM225602v1	-	NKIB01015133_1:2227-2214			2220.5	F	877
PmSSSP	NKIB01015166_1	100	15	0	0	3	17	13590	13576	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01015166_1:13590-13576			13583	F	878
PmSSSP	NKIB01015169_1	100	15	0	0	3	17	10000	9986	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01015169_1:10000-9986			9993	F	879
PtTHIC	NKIB01015339_1	100	15	0	0	7	21	1891	1877	1.1	30.2	Asterionella_formosa_ASM225602v1	-	NKIB01015339_1:1891-1877			1884	F	880
TpSSSP	NKIB01015376_1	100	14	0	0	10	23	1962	1975	4.5	28.2	Asterionella_formosa_ASM225602v1	+	NKIB01015376_1:1962-1975			1968.5	F	881
FcTHIC	OLMU01000092_1	94.444	18	1	0	1	18	1148	1165	1.9	28.2	Licmophora_abbreviata_CCMP470	+	OLMU01000092_1:1148-1165			1156.5	F	882
TpSSSP	OLMU01000258_1	100	13	0	0	7	19	19869	19881	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01000258_1:19869-19881			19875	F	883
TpTHI1	OLMU01000304_1	100	13	0	0	21	33	917	905	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01000304_1:917-905			911	F	884
FcTHIC	OLMU01000336_1	100	13	0	0	6	18	5621	5633	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01000336_1:5621-5633			5627	F	885
TpSSSP	OLMU01000858_1	100	13	0	0	24	36	4724	4736	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01000858_1:4724-4736			4730	F	886
TpTHI1	OLMU01000864_1	100	13	0	0	11	23	2387	2399	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01000864_1:2387-2399			2393	F	887
TpTHI1	OLMU01000968_1	100	13	0	0	4	16	4806	4794	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01000968_1:4806-4794			4800	F	888
PtSSSP	OLMU01000973_1	100	13	0	0	9	21	363	375	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01000973_1:363-375			369	F	889
TpTHI1	OLMU01000996_1	100	15	0	0	1	15	732	718	0.46	30.2	Licmophora_abbreviata_CCMP470	-	OLMU01000996_1:732-718			725	F	890
PtSSSP	OLMU01001034_1	100	13	0	0	1	13	1110	1098	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001034_1:1110-1098			1104	F	891
PtSSSP	OLMU01001039_1	100	13	0	0	9	21	3795	3783	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001039_1:3795-3783			3789	F	892
PtTHIC	OLMU01001167_1	100	13	0	0	5	17	993	1005	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01001167_1:993-1005			999	F	893
TpSSSP	OLMU01001221_1	100	13	0	0	3	15	3006	2994	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001221_1:3006-2994			3000	F	894
TpSSSP	OLMU01001249_1	100	13	0	0	13	25	2494	2482	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001249_1:2494-2482			2488	F	895
PtSSSP	OLMU01001273_1	100	13	0	0	7	19	2801	2813	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01001273_1:2801-2813			2807	F	896
FcTHIC	OLMU01001292_1	100	13	0	0	1	13	17770	17758	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001292_1:17770-17758			17764	F	897
FcSSSP	OLMU01001305_1	100	13	0	0	7	19	1855	1843	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001305_1:1855-1843			1849	F	898
TpSSSP	OLMU01001415_1	100	13	0	0	4	16	1941	1953	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01001415_1:1941-1953			1947	F	899
PtTHIC	OLMU01001760_1	100	13	0	0	8	20	1323	1335	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01001760_1:1323-1335			1329	F	900
PtTHIC	OLMU01001783_1	100	13	0	0	5	17	711	723	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01001783_1:711-723			717	F	901
PtSSSP	OLMU01001783_1	100	13	0	0	7	19	713	725	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01001783_1:713-725			719	F	902
FcSSSP	OLMU01001841_1	100	14	0	0	1	14	3033	3046	1.8	28.2	Licmophora_abbreviata_CCMP470	+	OLMU01001841_1:3033-3046			3039.5	F	903
PtTHIC	OLMU01001905_1	94.118	17	1	0	1	17	4252	4236	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01001905_1:4252-4236			4244	F	904
TpSSSP	OLMU01002022_1	100	14	0	0	8	21	7316	7329	1.9	28.2	Licmophora_abbreviata_CCMP470	+	OLMU01002022_1:7316-7329			7322.5	F	905
PtSSSP	OLMU01002038_1	100	13	0	0	6	18	489	477	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01002038_1:489-477			483	F	906
TpTHI1	OLMU01002046_1	100	13	0	0	6	18	880	868	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01002046_1:880-868			874	F	907
PtSSSP	OLMU01002140_1	100	13	0	0	23	35	1015	1027	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002140_1:1015-1027			1021	F	908
PtTHIC	OLMU01002150_1	100	13	0	0	8	20	1342	1354	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002150_1:1342-1354			1348	F	909
PtSSSP	OLMU01002180_1	100	13	0	0	6	18	115	103	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01002180_1:115-103			109	F	910
TpTHI1	OLMU01002318_1	100	13	0	0	4	16	1994	2006	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002318_1:1994-2006			2000	F	911
PtSSSP	OLMU01002360_1	100	13	0	0	5	17	9928	9940	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002360_1:9928-9940			9934	F	912
TpTHI1	OLMU01002363_1	100	13	0	0	10	22	1565	1577	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002363_1:1565-1577			1571	F	913
PmSSSP	OLMU01002415_1	100	13	0	0	1	13	1574	1562	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01002415_1:1574-1562			1568	F	914
TpSSSP	OLMU01002440_1	100	13	0	0	10	22	9253	9265	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002440_1:9253-9265			9259	F	915
TpSSSP	OLMU01002444_1	100	15	0	0	3	17	210	196	0.49	30.2	Licmophora_abbreviata_CCMP470	-	OLMU01002444_1:210-196			203	F	916
TpSSSP	OLMU01002574_1	100	13	0	0	7	19	4524	4536	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002574_1:4524-4536			4530	F	917
TpTHI1	OLMU01002656_1	100	13	0	0	12	24	1771	1783	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002656_1:1771-1783			1777	F	918
FcSSSP	OLMU01002691_1	100	13	0	0	8	20	16692	16680	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01002691_1:16692-16680			16686	F	919
FcSSSP	OLMU01002729_1	94.118	17	1	0	9	25	36	52	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002729_1:36-52			44	F	920
PtTHIC	OLMU01002796_1	100	13	0	0	10	22	1721	1709	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01002796_1:1721-1709			1715	F	921
FcTHIC	OLMU01002899_1	100	13	0	0	22	34	76	88	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002899_1:76-88			82	F	922
FcSSSP	OLMU01002969_1	100	13	0	0	13	25	1170	1182	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01002969_1:1170-1182			1176	F	923
TpSSSP	OLMU01003025_1	100	13	0	0	10	22	562	550	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01003025_1:562-550			556	F	924
PtTHIC	OLMU01003242_1	100	13	0	0	5	17	10208	10220	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01003242_1:10208-10220			10214	F	925
TpSSSP	OLMU01003327_1	100	13	0	0	22	34	10197	10209	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01003327_1:10197-10209			10203	F	926
TpSSSP	OLMU01003347_1	100	13	0	0	18	30	846	834	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01003347_1:846-834			840	F	927
FcTHIC	OLMU01003361_1	90.476	21	2	0	7	27	12951	12931	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01003361_1:12951-12931			12941	F	928
TpTHI1	OLMU01003361_1	100	19	0	0	4	22	12954	12936	0.002	38.2	Licmophora_abbreviata_CCMP470	-	OLMU01003361_1:12954-12936			12945	F	929
TpSSSP	OLMU01003434_1	100	14	0	0	9	22	4505	4492	1.9	28.2	Licmophora_abbreviata_CCMP470	-	OLMU01003434_1:4505-4492			4498.5	F	930
FcTHIC	OLMU01003485_1	100	13	0	0	4	16	10436	10424	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01003485_1:10436-10424			10430	F	931
TpTHI1	OLMU01003527_1	100	14	0	0	19	32	7808	7821	1.8	28.2	Licmophora_abbreviata_CCMP470	+	OLMU01003527_1:7808-7821			7814.5	F	932
FcTHIC	OLMU01003637_1	100	13	0	0	16	28	549	561	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01003637_1:549-561			555	F	933
TpTHI1	OLMU01003964_1	100	13	0	0	4	16	1812	1824	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01003964_1:1812-1824			1818	F	934
FcSSSP	OLMU01004047_1	94.118	17	1	0	8	24	8027	8043	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01004047_1:8027-8043			8035	F	935
PtSSSP	OLMU01004091_1	100	13	0	0	15	27	558	546	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004091_1:558-546			552	F	936
TpSSSP	OLMU01004166_1	100	13	0	0	10	22	59	47	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004166_1:59-47			53	F	937
FcSSSP	OLMU01004247_1	100	13	0	0	2	14	10864	10876	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01004247_1:10864-10876			10870	F	938
PtTHIC	OLMU01004254_1	100	14	0	0	12	25	269	256	1.8	28.2	Licmophora_abbreviata_CCMP470	-	OLMU01004254_1:269-256			262.5	F	939
PtSSSP	OLMU01004619_1	100	13	0	0	4	16	1394	1406	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01004619_1:1394-1406			1400	F	940
FcSSSP	OLMU01004619_1	100	14	0	0	13	26	4224	4211	1.8	28.2	Licmophora_abbreviata_CCMP470	-	OLMU01004619_1:4224-4211			4217.5	F	941
TpSSSP	OLMU01004629_1	100	13	0	0	11	23	2192	2180	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004629_1:2192-2180			2186	F	942
FcTHIC	OLMU01004654_1	100	14	0	0	12	25	3042	3055	1.9	28.2	Licmophora_abbreviata_CCMP470	+	OLMU01004654_1:3042-3055			3048.5	F	943
FcSSSP	OLMU01004654_1	100	13	0	0	11	23	3042	3054	7.2	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01004654_1:3042-3054			3048	F	944
PtSSSP	OLMU01004747_1	100	13	0	0	6	18	2182	2170	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004747_1:2182-2170			2176	F	945
FcSSSP	OLMU01004898_1	100	13	0	0	21	33	2071	2059	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004898_1:2071-2059			2065	F	946
PmSSSP	OLMU01004930_1	100	13	0	0	1	13	2344	2356	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01004930_1:2344-2356			2350	F	947
TpTHI1	OLMU01004937_1	100	14	0	0	7	20	433	420	1.8	28.2	Licmophora_abbreviata_CCMP470	-	OLMU01004937_1:433-420			426.5	F	948
PmSSSP	OLMU01004937_1	94.118	17	1	0	4	20	436	420	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004937_1:436-420			428	F	949
FcSSSP	OLMU01004965_1	100	13	0	0	1	13	1572	1560	7.2	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01004965_1:1572-1560			1566	F	950
TpSSSP	OLMU01005038_1	100	13	0	0	7	19	478	490	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01005038_1:478-490			484	F	951
PtSSSP	OLMU01005119_1	100	13	0	0	6	18	3909	3897	7.6	26.3	Licmophora_abbreviata_CCMP470	-	OLMU01005119_1:3909-3897			3903	F	952
TpSSSP	OLMU01005338_1	100	13	0	0	4	16	13973	13985	7.6	26.3	Licmophora_abbreviata_CCMP470	+	OLMU01005338_1:13973-13985			13979	F	953
