QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_Start	G_End	G_Strand	S_Center
thiDE	JAAFKC010004228_1	31.557	244	119	5	343	539	2707	1979	5.65e-24	107	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010004228_1:2707-1979				2343
thiD	JAAFKC010004228_1	36.653	251	111	4	19	221	2740	1988	2.91e-29	116	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010004228_1:2740-1988				2364
thiDN	JAAFKC010004228_1	34.1	261	121	6	4	214	2782	2003	2.9e-23	103	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010004228_1:2782-2003				2392.5
THI20	JAAFKC010004228_1	30.824	279	149	8	21	258	2794	1967	1.85e-20	95.9	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010004228_1:2794-1967				2380.5
thiG	JAAFKC010005729_1	49.412	255	121	3	2	248	1062	1826	4.77e-77	247	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010005729_1:1062-1826				1444
TENA_E	JAAFKC010006317_1	33.333	33	22	0	79	111	1538	1440	0.6	30.4	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010006317_1:1538-1440				1489
thi4	KV784353_1	51.613	31	15	0	31	61	676570	676478	0.009	38.9	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_223193	676512	678568	+	676524
thiG	KV784353_1	30.137	73	46	2	108	178	964964	965173	5.8	29.6	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_258883	961319	967254	+	965068.5
thiH	KV784354_1	43.75	32	18	0	122	153	525563	525468	0.61	33.5	Fragilariopsis_cylindrus_Fracy1	-	KV784354_1:525563-525468				525515.5
THI20	KV784354_1	32.374	278	140	4	24	256	1271189	1272013	2.81e-23	106	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_161112	1271189	1272175	+	1271601
thiDN	KV784354_1	38.333	180	104	2	4	177	1271192	1271728	4.1e-25	110	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_161112	1271189	1272175	+	1271460
thiD	KV784354_1	32.422	256	119	7	19	221	1271234	1271998	3.54e-27	111	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_161112	1271189	1272175	+	1271616
thiDE	KV784354_1	32.819	259	120	7	342	548	1271264	1272034	3.41e-25	112	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_161112	1271189	1272175	+	1271649
thiE	KV784354_1	38.421	190	105	6	15	194	1272365	1272928	1.15e-25	105	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_153126	1272365	1272952	+	1272646.5
THI6	KV784354_1	27.5	200	119	7	38	229	1272419	1272964	7.36e-5	47	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_153126	1272365	1272952	+	1272691.5
tenI	KV784354_1	32.979	94	59	3	95	184	1272647	1272928	5.07e-4	41.6	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_153126	1272365	1272952	+	1272787.5
rsgA	KV784354_1	27.692	195	95	7	142	298	3430710	3431270	1.72e-6	50.8	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_235141	3429891	3431279	+	3430990
ylmB	KV784355_1	22.449	245	158	5	5	239	2400127	2400795	1.2e-6	52.4	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_236083	2400016	2401593	+	2400461
dxs	KV784356_1	85.51	490	70	1	76	565	597731	596265	0	890	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_206899	595358	598286	-	596998
E2.5.1.2	KV784356_1	42.105	38	20	1	3	38	3166424	3166311	3	31.6	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_237486	3165872	3167054	-	3166367.5
TPK1	KV784358_1	26.846	298	158	11	6	266	997844	998668	2.64e-20	91.7	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_186232	997697	998683	+	998256
thiC	KV784358_1	79.798	594	109	5	30	617	1064906	1063140	0	941	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_225659	1063131	1065032	-	1064023
THTPA	KV784358_1	28	325	142	10	42	277	2551273	2552238	2.29e-23	100	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_239507	2551363	2552292	+	2551755.5
THI4	KV784359_1	45	40	20	1	93	132	1133223	1133336	0.2	35	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_186494	1132995	1135018	+	1133279.5
phoA	KV784360_1	33.75	80	49	2	118	196	696342	696572	0.001	42.7	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_187960	695261	697795	+	696457
ACP1	KV784360_1	31.915	47	31	1	68	114	1651172	1651035	0.98	30.8	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_262041	1649272	1651882	-	1651103.5
adk	KV784363_1	73.913	207	52	1	103	307	916165	915545	2.76e-95	310	Fragilariopsis_cylindrus_Fracy1	-	KV784363_1:916165-915545				915855
THI5	KV784364_1	29.464	112	78	1	2	113	884757	884425	4.71e-8	55.8	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_227553	883816	884778	-	884591
thiO	KV784364_1	27.733	375	210	11	27	346	945496	946602	3.42e-27	114	Fragilariopsis_cylindrus_Fracy1	+	KV784364_1:945496-946602				946049
iscS	KV784373_1	79.81	421	63	1	1	399	835884	837146	0	679	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_271242	836305	837420	+	836515
thiF	KV784375_1	41.395	215	120	4	8	218	694865	694227	9.99e-40	147	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_194811	693595	694922	-	694546
TH2	KV784376_1	100	440	0	0	1	440	198981	197662	0	684	Fragilariopsis_cylindrus_Fracy1	-	gene-FRACYDRAFT_248593	197659	198981	-	198321.5
thiK	KV784385_1	25.806	62	35	2	207	258	227588	227770	4.3	30	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_250902	226599	229184	+	227679
tenA	KV784395_1	24.242	165	107	5	52	198	260062	260556	6.36e-9	57	Fragilariopsis_cylindrus_Fracy1	+	gene-FRACYDRAFT_199067	259948	260793	+	260309
thiN	KV784396_1	40.625	32	19	0	52	83	278239	278144	5.2	28.9	Fragilariopsis_cylindrus_Fracy1	-	KV784396_1:278239-278144				278191.5
NTPCR	KV784401_1	54.167	24	11	0	3	26	71704	71633	0.13	33.9	Fragilariopsis_cylindrus_Fracy1	-	KV784401_1:71704-71633				71668.5
thiL	KV784419_1	50	24	12	0	285	308	139012	139083	3	31.2	Fragilariopsis_cylindrus_Fracy1	+	KV784419_1:139012-139083				139047.5
thiI	KV784450_1	32.075	53	36	0	105	157	198404	198562	2.3	32.3	Fragilariopsis_cylindrus_Fracy1	+	KV784450_1:198404-198562				198483
PHO5_11_12	KV784459_1	23.741	139	89	4	335	465	8556	8167	1.5	32.7	Fragilariopsis_cylindrus_Fracy1	-	KV784459_1:8556-8167				8361.5
tenI	NKIB01000328_1	29.851	134	77	4	74	197	1982	1602	8.38e-6	46.6	Asterionella_formosa_ASM225602v1	-	NKIB01000328_1:1982-1602				1792
thiC	NKIB01001105_1	80.301	599	109	4	25	619	23719	21938	0	984	Asterionella_formosa_ASM225602v1	-	NKIB01001105_1:23719-21938				22828.5
TPK1	NKIB01001231_1	27.972	286	141	10	3	266	10235	10963	3.1400000000000002e-19	88.2	Asterionella_formosa_ASM225602v1	+	NKIB01001231_1:10235-10963				10599
THTPA	NKIB01002081_1	41.423	239	121	7	41	276	6948	7616	1.52e-40	150	Asterionella_formosa_ASM225602v1	+	NKIB01002081_1:6948-7616				7282
tenA	NKIB01002101_1	42.424	33	19	0	111	143	4244	4146	3.7	29.6	Asterionella_formosa_ASM225602v1	-	NKIB01002101_1:4244-4146				4195
iscS	NKIB01002245_1	81.053	380	72	0	20	399	10680	11819	0	626	Asterionella_formosa_ASM225602v1	+	NKIB01002245_1:10680-11819				11249.5
thiK	NKIB01003613_1	35.088	57	33	1	14	66	9288	9118	0.28	33.9	Asterionella_formosa_ASM225602v1	-	NKIB01003613_1:9288-9118				9203
E2.5.1.2	NKIB01003707_1	39.394	33	16	1	190	218	1713	1615	7.5	30.4	Asterionella_formosa_ASM225602v1	-	NKIB01003707_1:1713-1615				1664
thiN	NKIB01004673_1	27.273	77	40	4	70	139	21400	21603	3.2	29.6	Asterionella_formosa_ASM225602v1	+	NKIB01004673_1:21400-21603				21501.5
adk	NKIB01004973_1	65	140	48	1	171	310	1584	2000	1.53e-82	184	Asterionella_formosa_ASM225602v1	+	NKIB01004973_1:1584-2000				1792
ylmB	NKIB01005490_1	29.167	96	66	2	67	162	1524	1805	0.028	37.7	Asterionella_formosa_ASM225602v1	+	NKIB01005490_1:1524-1805				1664.5
thiH	NKIB01006895_1	32	50	33	1	175	223	12953	13102	0.59	33.5	Asterionella_formosa_ASM225602v1	+	NKIB01006895_1:12953-13102				13027.5
thiL	NKIB01008246_1	28.814	59	42	0	130	188	373	549	0.53	32.3	Asterionella_formosa_ASM225602v1	+	NKIB01008246_1:373-549				461
THI4	NKIB01008453_1	47.619	42	20	1	91	132	5838	5957	0.13	35.4	Asterionella_formosa_ASM225602v1	+	NKIB01008453_1:5838-5957				5897.5
thi4	NKIB01008526_1	54.286	35	16	0	28	62	43986	43882	0.023	37.4	Asterionella_formosa_ASM225602v1	-	NKIB01008526_1:43986-43882				43934
phoA	NKIB01009136_1	36.735	49	31	0	113	161	2501	2355	0.01	39.7	Asterionella_formosa_ASM225602v1	-	NKIB01009136_1:2501-2355				2428
thiI	NKIB01009402_1	27.083	96	52	4	109	204	57305	57072	4.4	31.2	Asterionella_formosa_ASM225602v1	-	NKIB01009402_1:57305-57072				57188.5
rsgA	NKIB01010859_1	30.455	220	126	9	42	247	8033	7413	4.59e-10	61.6	Asterionella_formosa_ASM225602v1	-	NKIB01010859_1:8033-7413				7723
ACP1	NKIB01011410_1	28.571	35	25	0	57	91	237	341	2.2	28.9	Asterionella_formosa_ASM225602v1	+	NKIB01011410_1:237-341				289
THI5	NKIB01012656_1	31.915	47	32	0	216	262	4930	5070	2.9	30.8	Asterionella_formosa_ASM225602v1	+	NKIB01012656_1:4930-5070				5000
dxs	NKIB01012851_1	87.398	492	61	1	75	566	2316	3788	0	906	Asterionella_formosa_ASM225602v1	+	NKIB01012851_1:2316-3788				3052
THI6	NKIB01013371_1	40	60	35	1	38	96	3589	3410	1.52e-4	45.8	Asterionella_formosa_ASM225602v1	-	NKIB01013371_1:3589-3410				3499.5
thiE	NKIB01013371_1	41.294	201	110	5	10	202	3658	3056	2.31e-34	129	Asterionella_formosa_ASM225602v1	-	NKIB01013371_1:3658-3056				3357
thiDE	NKIB01013371_1	35.47	234	118	6	337	539	4630	3935	3.13e-28	121	Asterionella_formosa_ASM225602v1	-	NKIB01013371_1:4630-3935				4282.5
thiD	NKIB01013371_1	32.646	291	145	8	19	261	4645	3782	1.13e-30	121	Asterionella_formosa_ASM225602v1	-	NKIB01013371_1:4645-3782				4213.5
thiDN	NKIB01013371_1	32.174	230	122	6	18	214	4645	3959	2.92e-27	116	Asterionella_formosa_ASM225602v1	-	NKIB01013371_1:4645-3959				4302
THI20	NKIB01013371_1	28.491	530	289	19	2	462	4726	3200	1.07e-28	122	Asterionella_formosa_ASM225602v1	-	NKIB01013371_1:4726-3200				3963
thiF	NKIB01013590_1	42.358	229	127	4	5	229	41433	40750	5.67e-42	153	Asterionella_formosa_ASM225602v1	-	NKIB01013590_1:41433-40750				41091.5
thiG	NKIB01013960_1	48.438	256	124	3	2	249	35880	36647	4.19e-71	237	Asterionella_formosa_ASM225602v1	+	NKIB01013960_1:35880-36647				36263.5
PHO	NKIB01014066_1	31.884	69	43	2	363	427	3367	3573	8.4	30	Asterionella_formosa_ASM225602v1	+	NKIB01014066_1:3367-3573				3470
NTPCR	NKIB01014093_1	41.667	24	14	0	1	24	13846	13775	0.92	30.8	Asterionella_formosa_ASM225602v1	-	NKIB01014093_1:13846-13775				13810.5
PHO5_11_12	NKIB01014467_1	26.389	72	48	2	369	440	33759	33959	6.7	30.4	Asterionella_formosa_ASM225602v1	+	NKIB01014467_1:33759-33959				33859
thiO	NKIB01014556_1	28.205	351	217	12	45	368	36199	37227	2.22e-26	112	Asterionella_formosa_ASM225602v1	+	NKIB01014556_1:36199-37227				36713
adk	OLMU01000439_1	62.245	196	41	1	150	312	2	589	4.17e-75	238	Licmophora_abbreviata_CCMP470	+	OLMU01000439_1:2-589				295.5
TPK1	OLMU01000581_1	28.374	289	143	11	4	266	8882	8130	5.38e-20	89.4	Licmophora_abbreviata_CCMP470	-	OLMU01000581_1:8882-8130				8506
thiN	OLMU01000607_1	29.412	85	47	2	17	88	14996	15250	0.15	32.3	Licmophora_abbreviata_CCMP470	+	OLMU01000607_1:14996-15250				15123
PHO	OLMU01000869_1	41.176	34	20	0	274	307	18181	18282	1.6	31.2	Licmophora_abbreviata_CCMP470	+	OLMU01000869_1:18181-18282				18231.5
thiC	OLMU01001378_1	47.222	36	19	0	563	598	4691	4584	0.74	32.7	Licmophora_abbreviata_CCMP470	-	OLMU01001378_1:4691-4584				4637.5
thiO	OLMU01001464_1	28.075	374	221	12	32	363	991	2094	8.21e-31	123	Licmophora_abbreviata_CCMP470	+	OLMU01001464_1:991-2094				1542.5
thiL	OLMU01001862_1	30.081	123	69	6	200	318	3722	3393	0.37	32.3	Licmophora_abbreviata_CCMP470	-	OLMU01001862_1:3722-3393				3557.5
rsgA	OLMU01001891_1	30.508	236	144	7	53	277	1428	2108	5.69e-14	72	Licmophora_abbreviata_CCMP470	+	OLMU01001891_1:1428-2108				1768
thiI	OLMU01001909_1	37.288	59	33	2	214	269	3739	3566	3	30.4	Licmophora_abbreviata_CCMP470	-	OLMU01001909_1:3739-3566				3652.5
THI4	OLMU01001921_1	29.474	95	67	0	66	160	1132	1416	0.002	39.7	Licmophora_abbreviata_CCMP470	+	OLMU01001921_1:1132-1416				1274
thiH	OLMU01001980_1	40.278	72	32	4	170	236	6155	6352	0.22	33.5	Licmophora_abbreviata_CCMP470	+	OLMU01001980_1:6155-6352				6253.5
NTPCR	OLMU01002012_1	50	24	12	0	1	24	6453	6382	0.058	33.5	Licmophora_abbreviata_CCMP470	-	OLMU01002012_1:6453-6382				6417.5
thi4	OLMU01002274_1	46.341	41	18	1	26	62	1314	1192	0.001	40	Licmophora_abbreviata_CCMP470	-	OLMU01002274_1:1314-1192				1253
TENA_E	OLMU01003012_1	41.026	39	21	1	2	40	13845	13955	1.4	29.3	Licmophora_abbreviata_CCMP470	+	OLMU01003012_1:13845-13955				13900
thiF	OLMU01003076_1	34.568	243	148	4	5	236	6515	5787	2.37e-31	121	Licmophora_abbreviata_CCMP470	-	OLMU01003076_1:6515-5787				6151
TH2	OLMU01003339_1	33.962	53	27	2	229	278	6425	6282	5.6	29.3	Licmophora_abbreviata_CCMP470	-	OLMU01003339_1:6425-6282				6353.5
tenA	OLMU01003438_1	27.419	124	85	3	52	171	25057	24689	7.77e-6	46.2	Licmophora_abbreviata_CCMP470	-	OLMU01003438_1:25057-24689				24873
E2.5.1.2	OLMU01003725_1	52.381	21	10	0	107	127	3391	3453	0.59	32.7	Licmophora_abbreviata_CCMP470	+	OLMU01003725_1:3391-3453				3422
iscS	OLMU01004083_1	82.461	382	67	0	18	399	2202	1057	0	641	Licmophora_abbreviata_CCMP470	-	OLMU01004083_1:2202-1057				1629.5
dxs	OLMU01004926_1	79.932	588	79	3	15	565	12004	13761	0	947	Licmophora_abbreviata_CCMP470	+	OLMU01004926_1:12004-13761				12882.5
ylmB	OLMU01004997_1	27.314	443	278	13	2	420	1056	2324	3.55e-33	132	Licmophora_abbreviata_CCMP470	+	OLMU01004997_1:1056-2324				1690
ACP1	OLMU01005051_1	29.524	105	58	5	1	98	2196	1909	0.009	35.4	Licmophora_abbreviata_CCMP470	-	OLMU01005051_1:2196-1909				2052.5
tenI	OLMU01005067_1	36	100	62	2	95	192	304	5	4.21e-9	55.1	Licmophora_abbreviata_CCMP470	-	OLMU01005067_1:304-5				154.5
THI6	OLMU01005067_1	26.923	104	73	1	38	141	517	215	7.03e-6	48.5	Licmophora_abbreviata_CCMP470	-	OLMU01005067_1:517-215				366
thiE	OLMU01005067_1	43.182	176	100	0	15	190	568	41	1.17e-41	147	Licmophora_abbreviata_CCMP470	-	OLMU01005067_1:568-41				304.5
thiDE	OLMU01005068_1	39.256	242	143	4	337	578	1487	774	4.63e-39	152	Licmophora_abbreviata_CCMP470	-	OLMU01005068_1:1487-774				1130.5
THI20	OLMU01005068_1	31.518	257	161	6	40	295	1499	771	7.24e-27	115	Licmophora_abbreviata_CCMP470	-	OLMU01005068_1:1499-771				1135
thiDN	OLMU01005068_1	44.286	210	117	0	5	214	1541	912	4.26e-38	147	Licmophora_abbreviata_CCMP470	-	OLMU01005068_1:1541-912				1226.5
thiD	OLMU01005068_1	51.145	262	127	1	5	266	1544	762	1.05e-66	221	Licmophora_abbreviata_CCMP470	-	OLMU01005068_1:1544-762				1153
PHO5_11_12	OLMU01005237_1	27.273	77	53	2	246	321	302	78	3.6	30	Licmophora_abbreviata_CCMP470	-	OLMU01005237_1:302-78				190
thiK	OLMU01005255_1	23.636	110	75	2	66	166	490	161	5.9	28.1	Licmophora_abbreviata_CCMP470	-	OLMU01005255_1:490-161				325.5
thiG	OLMU01005533_1	50.196	255	119	3	2	248	796	1560	7.01e-72	238	Licmophora_abbreviata_CCMP470	+	OLMU01005533_1:796-1560				1178
THI5	OLMU01005660_1	22.545	275	169	16	2	259	2706	1963	9.8e-7	50.4	Licmophora_abbreviata_CCMP470	-	OLMU01005660_1:2706-1963				2334.5
THTPA	OLMU01007021_1	35.838	173	96	5	106	276	1	480	1.2e-23	96.7	Licmophora_abbreviata_CCMP470	+	OLMU01007021_1:1-480				240.5
thiM	OLMU01007385_1	34.694	49	32	0	99	147	388	534	0.63	30.8	Licmophora_abbreviata_CCMP470	+	OLMU01007385_1:388-534				461
thiG	QAXB01000020_1	39.394	33	20	0	84	116	885	787	2.8	29.6	Halamphora_sp_MG8b	-	QAXB01000020_1:885-787				836
phoA	QAXB01002614_1	33.333	63	42	0	111	173	363	175	0.007	38.5	Halamphora_sp_MG8b	-	QAXB01002614_1:363-175				269
thiK	QAXB01003861_1	48.148	27	13	1	167	192	314	394	6.2	28.1	Halamphora_sp_MG8b	+	QAXB01003861_1:314-394				354
dxs	QAXB01007216_1	91.971	137	11	0	167	303	411	1	1.4e-83	261	Halamphora_sp_MG8b	-	QAXB01007216_1:411-1				206
thiC	QAXB01016109_1	38.235	34	21	0	223	256	145	44	1.3	30	Halamphora_sp_MG8b	-	QAXB01016109_1:145-44				94.5
rsgA	QAXB01016216_1	30.769	130	62	7	120	228	171	539	0.31	33.1	Halamphora_sp_MG8b	+	QAXB01016216_1:171-539				355
thiN	QAXB01018380_1	40	30	18	0	107	136	14	103	0.95	28.9	Halamphora_sp_MG8b	+	QAXB01018380_1:14-103				58.5
thiM	QAXB01025935_1	40	25	15	0	222	246	495	421	8.2	28.1	Halamphora_sp_MG8b	-	QAXB01025935_1:495-421				458
thiD	QAXB01026048_1	25.253	99	62	5	104	199	360	91	3.4	28.5	Halamphora_sp_MG8b	-	QAXB01026048_1:360-91				225.5
iscS	QAXB01029371_1	82.27	141	25	0	57	197	1	423	3.09e-83	251	Halamphora_sp_MG8b	+	QAXB01029371_1:1-423				212
thiE	QAXB01030865_1	41.379	116	55	4	8	110	19	366	3.64e-14	67	Halamphora_sp_MG8b	+	QAXB01030865_1:19-366				192.5
THI6	QAXB01030865_1	32.203	59	39	1	39	96	118	294	0.026	35.8	Halamphora_sp_MG8b	+	QAXB01030865_1:118-294				206
NTPCR	QAXB01032462_1	31.532	111	62	2	82	178	1	333	3.45e-9	55.5	Halamphora_sp_MG8b	+	QAXB01032462_1:1-333				167
THI5	QAXB01032885_1	37.255	51	32	0	5	55	1559	1711	4.35e-4	42.4	Halamphora_sp_MG8b	+	QAXB01032885_1:1559-1711				1635
adk	QAXB01033134_1	67.5	160	16	1	120	243	3	482	5.26e-67	207	Halamphora_sp_MG8b	+	QAXB01033134_1:3-482				242.5
PHO	QAXB01034622_1	26.667	75	45	1	290	364	466	272	0.022	37.4	Halamphora_sp_MG8b	-	QAXB01034622_1:466-272				369
PHO5_11_12	QAXB01035013_1	29.07	86	47	2	133	207	1672	1424	0.16	35	Halamphora_sp_MG8b	-	QAXB01035013_1:1672-1424				1548
thiO	QAXB01035153_1	24.149	323	205	12	21	310	55	1002	1.85e-11	66.2	Halamphora_sp_MG8b	+	QAXB01035153_1:55-1002				528.5
E2.5.1.2	QAXB01037108_1	33.962	53	33	2	18	70	338	186	3.3	30	Halamphora_sp_MG8b	-	QAXB01037108_1:338-186				262
tenI	QAXB01038369_1	39.286	28	17	0	55	82	1504	1587	4.5	28.9	Halamphora_sp_MG8b	+	QAXB01038369_1:1504-1587				1545.5
ylmB	QAXB01042305_1	30.464	151	95	5	46	188	38	484	3.53e-8	55.1	Halamphora_sp_MG8b	+	QAXB01042305_1:38-484				261
thiDN	QAXB01043945_1	30.864	81	52	3	101	179	2697	2461	5.48e-4	43.1	Halamphora_sp_MG8b	-	QAXB01043945_1:2697-2461				2579
TPK1	QAXB01047145_1	27.322	183	76	5	20	198	439	50	5.71e-14	71.2	Halamphora_sp_MG8b	-	QAXB01047145_1:439-50				244.5
THTPA	QAXB01048104_1	35.827	254	134	12	40	275	519	1247	1.37e-35	133	Halamphora_sp_MG8b	+	QAXB01048104_1:519-1247				883
THI20	QAXB01048656_1	18.09	199	161	2	346	544	621	1211	0.003	40.8	Halamphora_sp_MG8b	+	QAXB01048656_1:621-1211				916
thiDE	QAXB01048656_1	26.108	203	140	5	21	221	630	1214	6.17e-8	56.2	Halamphora_sp_MG8b	+	QAXB01048656_1:630-1214				922
tenA	QAXB01048656_1	22.843	197	135	7	47	230	633	1211	6.51e-4	40.8	Halamphora_sp_MG8b	+	QAXB01048656_1:633-1211				922
thiF	QAXB01048911_1	40.773	233	131	5	5	232	2097	1405	4.26e-40	147	Halamphora_sp_MG8b	-	QAXB01048911_1:2097-1405				1751
TENA_E	QAXB01048994_1	38.235	34	21	0	13	46	1988	2089	5.8	28.1	Halamphora_sp_MG8b	+	QAXB01048994_1:1988-2089				2038.5
thi4	QAXB01052579_1	53.333	30	14	0	33	62	364	275	0.002	40	Halamphora_sp_MG8b	-	QAXB01052579_1:364-275				319.5
THI4	QAXB01053235_1	45.946	37	18	1	94	130	655	759	3.1	30.4	Halamphora_sp_MG8b	+	QAXB01053235_1:655-759				707
thiI	QAXB01053248_1	34.043	47	29	1	71	115	340	200	0.16	35	Halamphora_sp_MG8b	-	QAXB01053248_1:340-200				270
ACP1	QAXB01053647_1	23.333	90	66	1	42	128	311	580	0.6	30.4	Halamphora_sp_MG8b	+	QAXB01053647_1:311-580				445.5
TH2	QAXB01054039_1	35.635	362	154	8	71	432	1553	705	1.96e-53	192	Halamphora_sp_MG8b	-	QAXB01054039_1:1553-705				1129
thiH	QAXB01054450_1	38.824	85	48	2	69	152	440	195	7.65e-13	70.5	Halamphora_sp_MG8b	-	QAXB01054450_1:440-195				317.5
thiL	QAXB01054705_1	24.615	65	44	1	148	207	928	734	1	32	Halamphora_sp_MG8b	-	QAXB01054705_1:928-734				831
THI4	QAXC01000002_1	40.476	42	25	0	91	132	500074	500199	6.01e-4	41.6	Halamphora_sp_AAB	+	QAXC01000002_1:500074-500199				500136.5
rsgA	QAXC01000003_1	37.073	205	114	5	50	247	166944	166354	1.44e-30	121	Halamphora_sp_AAB	-	QAXC01000003_1:166944-166354				166649
thiH	QAXC01000003_1	61.644	365	139	1	3	367	1207700	1206609	2.06e-147	461	Halamphora_sp_AAB	-	QAXC01000003_1:1207700-1206609				1207154.5
thiG	QAXC01000003_1	69.565	253	77	0	1	253	1208467	1207709	1.91e-112	355	Halamphora_sp_AAB	-	QAXC01000003_1:1208467-1207709				1208088
thiF	QAXC01000003_1	52.245	245	116	1	1	244	1209414	1208680	2.14e-72	239	Halamphora_sp_AAB	-	QAXC01000003_1:1209414-1208680				1209047
tenI	QAXC01000003_1	32.075	106	68	3	95	197	1209733	1209419	2.57e-7	50.1	Halamphora_sp_AAB	-	QAXC01000003_1:1209733-1209419				1209576
thiE	QAXC01000003_1	61.084	203	73	1	7	203	1210039	1209431	1.26e-67	224	Halamphora_sp_AAB	-	QAXC01000003_1:1210039-1209431				1209735
thiC	QAXC01000003_1	61.444	568	142	5	109	599	1212623	1210920	0	677	Halamphora_sp_AAB	-	QAXC01000003_1:1212623-1210920				1211771.5
thiK	QAXC01000003_1	24.242	231	153	8	22	238	1431607	1432275	0.03	35.8	Halamphora_sp_AAB	+	QAXC01000003_1:1431607-1432275				1431941
adk	QAXC01000003_1	41.296	247	118	4	71	306	1556361	1557053	2.62e-51	182	Halamphora_sp_AAB	+	QAXC01000003_1:1556361-1557053				1556707
thiN	QAXC01000004_1	30.769	39	26	1	49	87	24460	24347	1.9	29.3	Halamphora_sp_AAB	-	QAXC01000004_1:24460-24347				24403.5
iscS	QAXC01000004_1	51.316	380	181	3	2	379	1244682	1245815	4.93e-119	380	Halamphora_sp_AAB	+	QAXC01000004_1:1244682-1245815				1245248.5
thiL	QAXC01000004_1	52.648	321	147	5	5	323	1432294	1433247	1.04e-101	327	Halamphora_sp_AAB	+	QAXC01000004_1:1432294-1433247				1432770.5
dxs	QAXC01000004_1	41.854	669	321	14	54	716	1443312	1441492	6.95e-157	504	Halamphora_sp_AAB	-	QAXC01000004_1:1443312-1441492				1442402
NTPCR	QAXC01000017_1	21.429	168	88	4	7	170	48715	49098	0.33	31.2	Halamphora_sp_AAB	+	QAXC01000017_1:48715-49098				48906.5
phoA	QAXC01000023_1	36.12	299	165	6	42	338	62806	63630	7.15e-31	127	Halamphora_sp_AAB	+	QAXC01000023_1:62806-63630				63218
thiI	QAXC01000024_1	57.851	484	202	1	1	482	27446	28897	0	582	Halamphora_sp_AAB	+	QAXC01000024_1:27446-28897				28171.5
thiO	QAXC01000031_1	28.629	248	171	5	121	364	794377	793640	2.42e-15	77.8	Halamphora_sp_AAB	-	QAXC01000031_1:794377-793640				794008.5
thi4	QAXC01000035_1	38.462	52	30	1	14	63	1002996	1003151	0.005	38.5	Halamphora_sp_AAB	+	QAXC01000035_1:1002996-1003151				1003073.5
THTPA	QAXC01001788_1	29.412	51	36	0	120	170	3	155	4	28.5	Halamphora_sp_AAB	+	QAXC01001788_1:3-155				79
THI5	QAXC01001892_1	26.394	269	179	5	2	266	1159	398	1.72e-29	119	Halamphora_sp_AAB	-	QAXC01001892_1:1159-398				778.5
ylmB	QAXC01002049_1	27.74	447	253	19	1	412	1821	586	9.52e-25	106	Halamphora_sp_AAB	-	QAXC01002049_1:1821-586				1203.5
TH2	QAXC01002861_1	37.037	27	17	0	77	103	671	591	8.6	28.5	Halamphora_sp_AAB	-	QAXC01002861_1:671-591				631
PHO5_11_12	QAXC01002905_1	34.483	58	37	1	153	209	938	1111	1.6	30.8	Halamphora_sp_AAB	+	QAXC01002905_1:938-1111				1024.5
thiDN	QAXC01003237_1	42.692	260	145	3	1	256	138	917	9.88e-38	140	Halamphora_sp_AAB	+	QAXC01003237_1:138-917				527.5
thiD	QAXC01003237_1	52.672	262	123	1	6	266	150	935	3.09e-80	244	Halamphora_sp_AAB	+	QAXC01003237_1:150-935				542.5
THI20	QAXC01003237_1	32.946	258	160	7	40	296	192	929	8.25e-31	122	Halamphora_sp_AAB	+	QAXC01003237_1:192-929				560.5
